pid	cui	drugterm	source
747	C0257343    	tamsulosin	RXNorm
748	C0361275    	meningitis vaccine	RXNorm
749	C0795649    	oat bran	RXNorm
750	C1165245    	pacis	RXNorm
751	C0722726    	prax	RXNorm
752	C1170259    	errin	RXNorm
753	C0033497    	propranolol	RXNorm
754	C0004609    	baclofen	RXNorm
755	C0982374    	rice bran	RXNorm
756	C0009014    	clonidine	RXNorm
757	C0719949    	diovan	RXNorm
758	C0527315    	aricept	RXNorm
759	C0008947    	clindamycin	RXNorm
760	C0593946    	differin	RXNorm
761	C0939698    	geodon	RXNorm
762	C3657270    	nivolumab	RXNorm
763	C0007828    	cerium	RXNorm
764	C0591113    	arret	RXNorm
765	C0033979    	psyllium	RXNorm
766	C0035527    	riboflavin	RXNorm
767	C0004147    	atenolol	RXNorm
768	C0007289    	carrageenan	RXNorm
769	C0591326    	daraprim	RXNorm
770	C3693182    	luzu	RXNorm
771	C1614029    	revatio	RXNorm
772	C0014834    	escherichia coli	RXNorm
773	C0678172    	asacol	RXNorm
774	C0083183    	lactase	RXNorm
775	C0055147    	cetirizine	RXNorm
776	C0723893    	tricor	RXNorm
777	C0719509    	coreg	RXNorm
778	C0040066    	thulium	RXNorm
779	C0002333    	alprazolam	RXNorm
780	C0026187    	minocycline	RXNorm
781	C1588747    	glytone	RXNorm
782	C0220847    	hepatitis c virus	RXNorm
783	C1306677    	heartline	RXNorm
784	C0087119    	elavil	RXNorm
785	C0525726    	remeron	RXNorm
786	C0040383    	toluene	RXNorm
787	C0111046    	creon	RXNorm
788	C0023764    	lipase	RXNorm
789	C0054053    	brilliant green	RXNorm
790	C0458160    	grape seed oil	RXNorm
791	C0591096    	antabuse	RXNorm
792	C0939672    	abreva	RXNorm
793	C0018321    	guanine	RXNorm
794	C0594040    	nasacort	RXNorm
795	C0723130    	rolaids	RXNorm
796	C0876139    	protonix	RXNorm
797	C1602702    	respa	RXNorm
798	C0593762    	retin-a	RXNorm
799	C0700602    	evening primrose oil	RXNorm
800	C0878174    	arimidex	RXNorm
801	C1702648    	floam	RXNorm
802	C0032950    	prednisolone	RXNorm
803	C0699951    	vermox	RXNorm
804	C0034392    	quercetin	RXNorm
805	C3696061    	saffron extract	RXNorm
806	C0014939    	estrogens	RXNorm
807	C0592680    	mobic	RXNorm
808	C2979930    	esoterica	RXNorm
809	C0146226    	toradol	RXNorm
810	C0037982    	spironolactone	RXNorm
811	C3832905    	breo	RXNorm
812	C0591301    	cozaar	RXNorm
813	C0065180    	loratadine	RXNorm
814	C0030256    	pamelor	RXNorm
815	C2949224    	cosamin	RXNorm
816	C0678149    	proscar	RXNorm
817	C0025872    	metronidazole	RXNorm
818	C0876088    	miralax	RXNorm
819	C0202474    	strychnine	RXNorm
820	C0040087    	thymine	RXNorm
821	C3267476    	pear juice	RXNorm
822	C0720318    	evista	RXNorm
823	C1589011    	qualitest	RXNorm
824	C0772454    	grape seed extract	RXNorm
825	C0010654    	cysteine	RXNorm
826	C0086307    	luvox	RXNorm
827	C0635898    	meridia	RXNorm
828	C0040165    	thyroxine	RXNorm
829	C0084453    	salmon oil	RXNorm
830	C0376569    	fosamax	RXNorm
831	C0028351    	norepinephrine	RXNorm
832	C0042849    	vitamin b complex	RXNorm
833	C0528175    	copaxone	RXNorm
834	C0720457    	flexon	RXNorm
835	C0553262    	lortab	RXNorm
836	C0031453    	phenylalanine	RXNorm
837	C0053396    	beta carotene	RXNorm
838	C0701281    	biaxin	RXNorm
839	C0123091    	quetiapine	RXNorm
840	C0014806    	erythromycin	RXNorm
841	C3556152    	lypsyl	RXNorm
842	C3257189    	raspberry juice	RXNorm
843	C0878061    	altace	RXNorm
844	C0002598    	amiodarone	RXNorm
845	C0718706    	astelin	RXNorm
846	C0876064    	lantus	RXNorm
847	C0085174    	misoprostol	RXNorm
848	C0022237    	isopropyl alcohol	RXNorm
849	C0002144    	allopurinol	RXNorm
850	C1995642    	bystolic	RXNorm
851	C0042313    	vancomycin	RXNorm
852	C0025153    	mefloquine	RXNorm
853	C1703196    	quala	RXNorm
854	C0719751    	depakote	RXNorm
855	C3666421    	utopic	RXNorm
856	C0286651    	atorvastatin	RXNorm
857	C0700705    	miltown	RXNorm
858	C0039867    	thimerosal	RXNorm
859	C0678177    	suprax	RXNorm
860	C0338204    	herceptin	RXNorm
861	C0031676    	phospholipids	RXNorm
862	C3475334    	rayos	RXNorm
863	C0724002    	twilite	RXNorm
864	C3485407    	belviq	RXNorm
865	C0013015    	domperidone	RXNorm
866	C0591585    	haldol	RXNorm
867	C0074722    	sodium bicarbonate	RXNorm
868	C0718340    	alesse	RXNorm
869	C0538927    	celecoxib	RXNorm
870	C1588144    	delone	RXNorm
871	C0068008    	hexane	RXNorm
872	C0722236    	ogen	RXNorm
873	C0037114    	silicones	RXNorm
874	C0076733    	titanium dioxide	RXNorm
875	C0012522    	diphenhydramine	RXNorm
876	C0245561    	duloxetine	RXNorm
877	C0935987    	gleevec	RXNorm
878	C0699988    	lanoxin	RXNorm
879	C0036274    	scandium	RXNorm
880	C1121854    	symbicort	RXNorm
881	C0718192    	acerola	RXNorm
882	C0718566    	anti-fungal	RXNorm
883	C1170079    	avodart	RXNorm
884	C0719792    	desitin	RXNorm
885	C0075632    	sumatriptan	RXNorm
886	C0592290    	zovirax	RXNorm
887	C0591442    	emcor	RXNorm
888	C0205704    	cascara	RXNorm
889	C0078839    	zolpidem	RXNorm
890	C0006681    	calcium carbonate	RXNorm
891	C0718611    	apara	RXNorm
892	C0020404    	hydroxyzine	RXNorm
893	C0722882    	provigil	RXNorm
894	C0527258    	zyprexa	RXNorm
895	C0305284    	antivert	RXNorm
896	C0376978    	temovate	RXNorm
897	C0073393    	risperidone	RXNorm
898	C0033798    	pseudoephedrine	RXNorm
899	C0244104    	pyruvate	RXNorm
900	C4520050    	advantus	RXNorm
901	C0875967    	avandia	RXNorm
902	C0718570    	anti-itch	RXNorm
903	C0875968    	avelox	RXNorm
904	C0728964    	ovral	RXNorm
905	C0592125    	sominex	RXNorm
906	C0699954    	cognex	RXNorm
907	C2729854    	congess	RXNorm
908	C0023754    	linseed oil	RXNorm
909	C0600122    	buspar	RXNorm
910	C0049506    	mirtazapine	RXNorm
911	C0038071    	squalene	RXNorm
912	C0056077    	coenzyme q10	RXNorm
913	C0721031    	ifex	RXNorm
914	C0025859    	metoprolol	RXNorm
915	C0171023    	olanzapine	RXNorm
916	C3658706    	pembrolizumab	RXNorm
917	C0591478    	famvir	RXNorm
918	C0699173    	floxin	RXNorm
919	C0701228    	glucotrol	RXNorm
920	C0723259    	selsun	RXNorm
921	C0037517    	sodium hydroxide	RXNorm
922	C0102137    	alginate	RXNorm
923	C0700023    	bentyl	RXNorm
924	C0719197    	ceftin	RXNorm
925	C0042523    	verapamil	RXNorm
926	C0072225    	propylene glycol	RXNorm
927	C3160188    	instafresh	RXNorm
928	C0022209    	isoniazid	RXNorm
929	C0699458    	medrol	RXNorm
930	C0009137    	coal tar	RXNorm
931	C0699524    	betadine	RXNorm
932	C1110623    	epinal	RXNorm
933	C0027021    	peroxidase	RXNorm
934	C0720177    	elimite	RXNorm
935	C0083381    	meloxicam	RXNorm
936	C0051696    	amlodipine	RXNorm
937	C1452484    	ketek	RXNorm
938	C0020306    	hydroquinone	RXNorm
939	C0733863    	bactroban	RXNorm
940	C0591282    	combivent	RXNorm
941	C3700471    	sovaldi	RXNorm
942	C0002403    	amantadine	RXNorm
943	C0591248    	chendol	RXNorm
944	C0064636    	lamotrigine	RXNorm
945	C0721599    	maxalt	RXNorm
946	C0008838    	cisplatin	RXNorm
947	C1101146    	clarinex	RXNorm
948	C0162712    	norvasc	RXNorm
949	C0043432    	yttrium	RXNorm
950	C0068808    	nitric acid	RXNorm
951	C0699669    	canesten	RXNorm
952	C0963149    	definity	RXNorm
953	C1588575    	salex	RXNorm
954	C0008864    	citrulline	RXNorm
955	C0813695    	hurricaine	RXNorm
956	C3854019    	gentamicin	RXNorm
957	C0034665    	ranitidine	RXNorm
958	C0162969    	chitosan	RXNorm
959	C0008168    	chloramphenicol	RXNorm
960	C0591573    	glucophage	RXNorm
961	C2927663    	heartgard	RXNorm
962	C0700776    	lopressor	RXNorm
963	C0299792    	aripiprazole	RXNorm
964	C0030909    	pepsin	RXNorm
965	C0657912    	pregabalin	RXNorm
966	C0001041    	acetylcholine	RXNorm
967	C0002680    	ampicillin	RXNorm
968	C0719805    	detrol	RXNorm
969	C1170653    	testim	RXNorm
970	C0078847    	zopiclone	RXNorm
971	C1331027    	avar	RXNorm
972	C0935989    	imatinib	RXNorm
973	C0126174    	losartan	RXNorm
974	C0721436    	lotensin	RXNorm
975	C0721438    	lotrel	RXNorm
976	C2916975    	artec	RXNorm
977	C0011218    	delsym	RXNorm
978	C0740144    	deltasone	RXNorm
979	C4033620    	orkambi	RXNorm
980	C0732282    	aggrenox	RXNorm
981	C0591054    	aldactone	RXNorm
982	C2918317    	bitex	RXNorm
983	C1702177    	januvia	RXNorm
984	C1170699    	ultracet	RXNorm
985	C0008269    	chloroquine	RXNorm
986	C0025039    	meclizine	RXNorm
987	C0701076    	cordarone	RXNorm
988	C0021547    	inositol	RXNorm
989	C0023992    	loperamide	RXNorm
990	C0591842    	revia	RXNorm
991	C0751626    	zyban	RXNorm
992	C0591237    	casodex	RXNorm
993	C0036023    	saccharin	RXNorm
994	C0216784    	valsartan	RXNorm
995	C4224774    	kiwi juice	RXNorm
996	C1541222    	boniva	RXNorm
997	C0733667    	endep	RXNorm
998	C0392214    	propionate	RXNorm
999	C2723006    	toprol	RXNorm
1000	C0004259    	atropine	RXNorm
1001	C0699348    	eryc	RXNorm
1002	C0700017    	naprosyn	RXNorm
1003	C0720193    	enbrel	RXNorm
1004	C0218501    	fipronil	RXNorm
1005	C0022265    	isotretinoin	RXNorm
1006	C0016911    	gadolinium	RXNorm
1007	C1815349    	kinerase	RXNorm
1008	C0591911    	optimax	RXNorm
1009	C1702507    	rimadyl	RXNorm
1010	C0078752    	zeaxanthin	RXNorm
1011	C0875950    	aceon	RXNorm
1012	C0591362    	diamox	RXNorm
1013	C0005985    	bonine	RXNorm
1014	C0010843    	cytosine	RXNorm
1015	C1099456    	escitalopram	RXNorm
1016	C0699156    	ismo	RXNorm
1017	C1263605    	surem	RXNorm
1018	C0360564    	mometasone	RXNorm
1019	C0657994    	perdiem	RXNorm
1020	C0075083    	squalane	RXNorm
1021	C0004597    	bacillus thuringiensis	RXNorm
1022	C4051421    	addyi	RXNorm
1023	C0971579    	vardenafil	RXNorm
1024	C0254751    	orange oil	RXNorm
1025	C0718327    	aldara	RXNorm
1026	C0064401    	kojic acid	RXNorm
1027	C0074774    	sodium thiosulfate	RXNorm
1028	C0022625    	ketoconazole	RXNorm
1029	C0074554    	simvastatin	RXNorm
1030	C1637809    	vantas	RXNorm
1031	C0066969    	mustard oil	RXNorm
1032	C0003036    	aniline	RXNorm
1033	C0720466    	flovent	RXNorm
1034	C3669135    	oxalate	RXNorm
1035	C0031507    	phenytoin	RXNorm
1036	C1871864    	pristiq	RXNorm
1037	C0598322    	inhalant	RXNorm
1038	C3256210    	cucumber juice	RXNorm
1039	C2918869    	conex	RXNorm
1040	C1588494    	protex	RXNorm
1041	C0678162    	pulmicort	RXNorm
1042	C3255108    	tocopherol	RXNorm
1043	C0041236    	trypsin	RXNorm
1044	C1813780    	ziana	RXNorm
1045	C0028027    	niacinamide	RXNorm
1046	C0876196    	trileptal	RXNorm
1047	C0006020    	boric acid	RXNorm
1048	C0718504    	anacin	RXNorm
1049	C0055856    	clarithromycin	RXNorm
1050	C0082607    	fluticasone	RXNorm
1051	C0298130    	montelukast	RXNorm
1052	C0032912    	prazosin	RXNorm
1053	C0054201    	budesonide	RXNorm
1054	C0007267    	carnosine	RXNorm
1055	C0720580    	gas-x	RXNorm
1056	C0591750    	macrobid	RXNorm
1057	C1445804    	pumpkin seed oil	RXNorm
1058	C0595301    	avapro	RXNorm
1059	C0699512    	dilantin	RXNorm
1060	C0220832    	formate	RXNorm
1061	C0673606    	implanon	RXNorm
1062	C0700005    	mestinon	RXNorm
1063	C0796392    	bevacizumab	RXNorm
1064	C0107994    	cabergoline	RXNorm
1065	C0678136    	cardura	RXNorm
1066	C0013085    	doxepin	RXNorm
1067	C0068547    	nepenthe	RXNorm
1068	C0031412    	phenobarbital	RXNorm
1069	C0699595    	septra	RXNorm
1070	C0085149    	tacrolimus	RXNorm
1071	C0699999    	lioresal	RXNorm
1072	C0728751    	betapace	RXNorm
1073	C2725016    	capstar	RXNorm
1074	C0699673    	cleocin	RXNorm
1075	C1330412    	namenda	RXNorm
1076	C0722654    	pletal	RXNorm
1077	C1170584    	restasis	RXNorm
1078	C0220795    	benzoate	RXNorm
1079	C2918757    	tussar	RXNorm
1080	C1996201    	actonel	RXNorm
1081	C2918503    	alphen	RXNorm
1082	C0285868    	omnicef	RXNorm
1083	C3692735    	zohydro	RXNorm
1084	C0304114    	rosemary oil	RXNorm
1085	C0591321    	cytotec	RXNorm
1086	C0218499    	imidacloprid	RXNorm
1087	C0702207    	paral	RXNorm
1088	C0086020    	tavist	RXNorm
1089	C0080356    	valproate	RXNorm
1090	C1712071    	vivitrol	RXNorm
1091	C0593342    	requip	RXNorm
1092	C1170027    	alavert	RXNorm
1093	C0699202    	brufen	RXNorm
1094	C4530218    	cortizone	RXNorm
1095	C0028066    	nifedipine	RXNorm
1096	C0168635    	nupro	RXNorm
1097	C0035930    	rubidium	RXNorm
1098	C2730082    	drontal	RXNorm
1099	C0592008    	proflex	RXNorm
1100	C0678133    	taxol	RXNorm
1101	C0059752    	vinpocetine	RXNorm
1102	C0040557    	toxoplasma gondii	RXNorm
1103	C0813697    	americaine	RXNorm
1104	C0054836    	carvedilol	RXNorm
1105	C0025242    	memantine	RXNorm
1106	C0678163    	rhinocort	RXNorm
1107	C1602316    	air-raid	RXNorm
1108	C0592558    	cellcept	RXNorm
1109	C0010592    	cyclosporine	RXNorm
1110	C0601048    	fostex	RXNorm
1111	C0699209    	ponstel	RXNorm
1112	C0728757    	sinequan	RXNorm
1113	C0939788    	zometa	RXNorm
1114	C0701890    	duricef	RXNorm
1115	C0731228    	otex	RXNorm
1116	C0031700    	phosphoric acid	RXNorm
1117	C0038777    	sulfur dioxide	RXNorm
1118	C0040613    	tranexamic acid	RXNorm
1119	C1702615    	white kidney bean extract	RXNorm
1120	C0740057    	decadron	RXNorm
1121	C0017642    	glipizide	RXNorm
1122	C0079488    	helicobacter pylori	RXNorm
1123	C0701348    	femara	RXNorm
1124	C0699689    	kenalog	RXNorm
1125	C0024027    	lovastatin	RXNorm
1126	C0700491    	serevent	RXNorm
1127	C0728726    	viramune	RXNorm
1128	C0721704    	micardis	RXNorm
1129	C0393022    	rituximab	RXNorm
1130	C0700798    	indocin	RXNorm
1131	C0700861    	procardia	RXNorm
1132	C0939455    	protopic	RXNorm
1133	C0699614    	sporanox	RXNorm
1134	C1965286    	zingo	RXNorm
1135	C2719920    	dayli	RXNorm
1136	C0937846    	esomeprazole	RXNorm
1137	C0036147    	samarium	RXNorm
1138	C0306011    	drysol	RXNorm
1139	C3501358    	ibrutinib	RXNorm
1140	C0701369    	nicoderm	RXNorm
1141	C0000392    	beta-alanine	RXNorm
1142	C0701019    	buscopan	RXNorm
1143	C0591395    	ditropan	RXNorm
1144	C0021936    	inulin	RXNorm
1145	C0700655    	kadian	RXNorm
1146	C0699282    	panoxyl	RXNorm
1147	C0722725    	prandin	RXNorm
1148	C0699770    	proventil	RXNorm
1149	C0006462    	buspirone	RXNorm
1150	C0060400    	cefixime	RXNorm
1151	C1588658    	euthenics	RXNorm
1152	C0591535    	fortum	RXNorm
1153	C0074559    	sinemet	RXNorm
1154	C0292855    	zestoretic	RXNorm
1155	C0053800    	bisphenol a	RXNorm
1156	C0039771    	theophylline	RXNorm
1157	C0699487    	trental	RXNorm
1158	C0724461    	zebeta	RXNorm
1159	C0700669    	eryped	RXNorm
1160	C1828935    	invega	RXNorm
1161	C0023031    	lanthanum	RXNorm
1162	C0031017    	periactin	RXNorm
1163	C0700763    	pravachol	RXNorm
1164	C0905678    	spiriva	RXNorm
1165	C0146894    	triphosphate	RXNorm
1166	C0114873    	doxazosin	RXNorm
1167	C1142985    	ezetimibe	RXNorm
1168	C0050393    	acarbose	RXNorm
1169	C0701133    	ceclor	RXNorm
1170	C0935966    	demerol	RXNorm
1171	C3858025    	harvoni	RXNorm
1172	C0031977    	piracetam	RXNorm
1173	C0072642    	pycnogenol	RXNorm
1174	C0702069    	skelaxin	RXNorm
1175	C1509960    	cinnamon bark	RXNorm
1176	C0595112    	amaryl	RXNorm
1177	C0700753    	eskalith	RXNorm
1178	C2976303    	sofosbuvir	RXNorm
1179	C0723477    	stromectol	RXNorm
1180	C0066005    	meropenem	RXNorm
1181	C0678125    	prograf	RXNorm
1182	C4074405    	sileo	RXNorm
1183	C0041536    	ubiquinone	RXNorm
1184	C0033228    	fenofibrate	RXNorm
1185	C0876068    	lidoderm	RXNorm
1186	C1565750    	sitagliptin	RXNorm
1187	C0010961    	danazol	RXNorm
1188	C0282386    	levofloxacin	RXNorm
1189	C0061851    	ondansetron	RXNorm
1190	C0081876    	pantoprazole	RXNorm
1191	C0719386    	clozaril	RXNorm
1192	C0592168    	tenormin	RXNorm
1193	C0592142    	winstrol	RXNorm
1194	C0009226    	coenzyme a	RXNorm
1195	C2961423    	hard fat	RXNorm
1196	C2946710    	emerita	RXNorm
1197	C0678151    	epivir	RXNorm
1198	C0025942    	miconazole	RXNorm
1199	C0733348    	pitocin	RXNorm
1200	C0873046    	ginseng root	RXNorm
1201	C0036048    	safflower oil	RXNorm
1202	C1448380    	anorex	RXNorm
1203	C0754280    	flibanserin	RXNorm
1204	C0017628    	glyburide	RXNorm
1205	C0021246    	indomethacin	RXNorm
1206	C3474180    	walnut oil	RXNorm
1207	C2732181    	albon	RXNorm
1208	C0718903    	benza	RXNorm
1209	C2586876    	epiduo	RXNorm
1210	C0073631    	ketorolac	RXNorm
1211	C0699989    	lariam	RXNorm
1212	C2940579    	pradaxa	RXNorm
1213	C0001044    	acetylcholinesterase	RXNorm
1214	C0076823    	atomoxetine	RXNorm
1215	C0110382    	cochineal	RXNorm
1216	C0024547    	malathion	RXNorm
1217	C0795617    	grape extract	RXNorm
1218	C1569608    	varenicline	RXNorm
1219	C0718810    	balanta	RXNorm
1220	C0006674    	calcitriol	RXNorm
1221	C0720180    	elocon	RXNorm
1222	C0591806    	minocin	RXNorm
1223	C0144576    	paclitaxel	RXNorm
1224	C0071097    	pioglitazone	RXNorm
1225	C0072313    	protac	RXNorm
1226	C0032831    	potassium iodide	RXNorm
1227	C0008196    	chlorhexidine	RXNorm
1228	C0063273    	icariin	RXNorm
1229	C3257523    	cucumber extract	RXNorm
1230	C0007537    	cefaclor	RXNorm
1231	C0019846    	holmium	RXNorm
1232	C0591617    	hydrea	RXNorm
1233	C1527845    	vytorin	RXNorm
1234	C0243946    	demadex	RXNorm
1235	C0721441    	lotrisone	RXNorm
1236	C0137902    	polysporin	RXNorm
1237	C1323198    	starlix	RXNorm
1238	C1660052    	ultracare	RXNorm
1239	C0724204    	vantin	RXNorm
1240	C0071772    	potassium nitrate	RXNorm
1241	C1828805    	benefiber	RXNorm
1242	C1330119    	caduet	RXNorm
1243	C0304292    	caplet	RXNorm
1244	C0012772    	disulfiram	RXNorm
1245	C0005038    	lindane	RXNorm
1246	C0242447    	minipress	RXNorm
1247	C0030883    	pentobarbital	RXNorm
1248	C2702169    	stelara	RXNorm
1249	C0040864    	triamcinolone	RXNorm
1250	C0037129    	silver nitrate	RXNorm
1251	C0220836    	gluconate	RXNorm
1252	C0020261    	hydrochlorothiazide	RXNorm
1253	C0876759    	prometrium	RXNorm
1254	C0699957    	vibramycin	RXNorm
1255	C0085228    	fluvoxamine	RXNorm
1256	C0666743    	infliximab	RXNorm
1257	C0037707    	sotalol	RXNorm
1258	C0043367    	xylene	RXNorm
1259	C0026926    	mycobacterium tuberculosis	RXNorm
1260	C0015620    	famotidine	RXNorm
1261	C3264627    	kalydeco	RXNorm
1262	C0721338    	levlen	RXNorm
1263	C0026056    	midazolam	RXNorm
1264	C0028902    	ofloxacin	RXNorm
1265	C1174892    	oxytrol	RXNorm
1266	C0036442    	scopolamine	RXNorm
1267	C0723744    	ticon	RXNorm
1268	C0001480    	adenosine triphosphate	RXNorm
1269	C0019602    	histidine	RXNorm
1270	C0128816    	moduretic	RXNorm
1271	C0073992    	salmeterol	RXNorm
1272	C1601338    	vesicare	RXNorm
1273	C0290883    	anastrozole	RXNorm
1274	C0527316    	donepezil	RXNorm
1275	C0061323    	glimepiride	RXNorm
1276	C3486107    	longrange	RXNorm
1277	C0772411    	potato starch	RXNorm
1278	C0072973    	ramipril	RXNorm
1279	C0723895    	triderm	RXNorm
1280	C0876218    	xopenex	RXNorm
1281	C0284941    	acamprosate	RXNorm
1282	C0591628    	hytrin	RXNorm
1283	C3556179    	invokana	RXNorm
1284	C0074493    	sibutramine	RXNorm
1285	C0037135    	silymarin	RXNorm
1286	C0032825    	potassium chloride	RXNorm
1287	C0007248    	carisoprodol	RXNorm
1288	C0678178    	coversyl	RXNorm
1289	C1122962    	gefitinib	RXNorm
1290	C1161310    	niaspan	RXNorm
1291	C0070451    	perlite	RXNorm
1292	C0035419    	rhenium	RXNorm
1293	C0699094    	xylocaine	RXNorm
1294	C0594452    	alphagan	RXNorm
1295	C4018754    	dalay	RXNorm
1296	C0026055    	symmetrel	RXNorm
1297	C0728747    	trastuzumab	RXNorm
1298	C0700704    	epogen	RXNorm
1299	C1529600    	tysabri	RXNorm
1300	C0005308    	betamethasone	RXNorm
1301	C0054430    	cafergot	RXNorm
1302	C0011816    	dextromethorphan	RXNorm
1303	C0035549    	ribose	RXNorm
1304	C0674307    	supersmile	RXNorm
1305	C3556178    	tecfidera	RXNorm
1306	C0126774    	magnesium citrate	RXNorm
1307	C0246421    	letrozole	RXNorm
1308	C0023570    	levodopa	RXNorm
1309	C1456408    	liraglutide	RXNorm
1310	C0699576    	retrovir	RXNorm
1311	C0876221    	zaditor	RXNorm
1312	C0001367    	aciclovir	RXNorm
1313	C0718235    	acticin	RXNorm
1314	C0718249    	actron	RXNorm
1315	C0592931    	acular	RXNorm
1316	C0114064    	dimetapp	RXNorm
1317	C4542143    	fluticare	RXNorm
1318	C2962502    	metacam	RXNorm
1319	C0700940    	cardizem	RXNorm
1320	C2948679    	therabreath	RXNorm
1321	C0728763    	vasotec	RXNorm
1322	C2744602    	xeomin	RXNorm
1323	C1724016    	atripla	RXNorm
1324	C0053799    	bisoprolol	RXNorm
1325	C0591572    	precose	RXNorm
1326	C0033209    	probenecid	RXNorm
1327	C0724419    	xeloda	RXNorm
1328	C3256731    	seaweed extract	RXNorm
1329	C0078596    	xanthan gum	RXNorm
1330	C0001911    	albendazole	RXNorm
1331	C0718801    	bactine	RXNorm
1332	C0702084    	baytril	RXNorm
1333	C0010583    	cyclophosphamide	RXNorm
1334	C0876017    	digitek	RXNorm
1335	C0126110    	locoid	RXNorm
1336	C0700020    	persantine	RXNorm
1337	C0085542    	pravastatin	RXNorm
1338	C2609695    	savella	RXNorm
1339	C1744173    	soliris	RXNorm
1340	C1174734    	uroxatral	RXNorm
1341	C0015083    	ethylene glycol	RXNorm
1342	C2948791    	bodyglide	RXNorm
1343	C0663241    	linezolid	RXNorm
1344	C0065601    	maltodextrin	RXNorm
